generation,v4_nodes,v4_action,v4_p_m,v4_p_s,v4_p_i,v5_nodes,v5_action,v5_p_m,v5_p_s,v5_p_i
1617,51,M,0.835,0.119,0.046,322,M,0.876,0.091,0.034
1618,52,M,0.872,0.024,0.104,321,M,0.801,0.097,0.102
1619,51,M,0.894,0.057,0.05,322,M,0.871,0.074,0.055
1620,51,M,0.873,0.046,0.081,324,M,0.896,0.076,0.028
1621,51,M,0.844,0.076,0.08,324,M,0.924,0.029,0.047
1622,51,M,0.806,0.095,0.099,323,M,0.836,0.091,0.073
1623,51,M,0.813,0.108,0.079,325,M,0.852,0.082,0.066
1624,51,S,0.049,0.858,0.093,325,S,0.075,0.882,0.042
1625,51,M,0.891,0.05,0.059,325,M,0.858,0.076,0.066
1626,52,M,0.844,0.064,0.093,324,M,0.788,0.094,0.118
1627,51,M,0.84,0.086,0.074,326,M,0.836,0.093,0.071
1628,51,M,0.868,0.026,0.106,325,M,0.827,0.084,0.089
1629,52,M,0.813,0.09,0.097,327,M,0.82,0.098,0.082
1630,52,S,0.057,0.89,0.053,327,S,0.05,0.881,0.069
1631,51,M,0.912,0.023,0.065,327,M,0.83,0.07,0.099
1632,51,M,0.808,0.108,0.084,326,M,0.82,0.068,0.112
1633,51,M,0.909,0.053,0.038,326,M,0.893,0.05,0.057
1634,51,M,0.836,0.056,0.109,328,M,0.805,0.095,0.1
1635,51,M,0.872,0.033,0.096,329,M,0.832,0.132,0.037
1636,51,M,0.848,0.072,0.081,327,M,0.855,0.034,0.111
1637,51,M,0.799,0.094,0.107,329,M,0.867,0.033,0.1
1638,52,I,0.037,0.123,0.84,329,I,0.112,0.091,0.797
1639,52,M,0.868,0.064,0.068,329,M,0.901,0.039,0.059
1640,51,M,0.862,0.094,0.044,329,M,0.853,0.027,0.12
1641,52,S,0.034,0.874,0.093,330,S,0.093,0.84,0.067
1642,51,M,0.816,0.063,0.121,330,M,0.854,0.111,0.034
1643,52,M,0.83,0.111,0.059,330,M,0.866,0.092,0.042
1644,52,M,0.808,0.099,0.093,331,M,0.784,0.12,0.096
1645,51,M,0.896,0.067,0.038,332,S,0.076,0.873,0.051
1646,52,S,0.03,0.918,0.052,331,S,0.037,0.914,0.049
1647,52,M,0.856,0.055,0.089,332,M,0.845,0.09,0.066
1648,51,M,0.872,0.078,0.051,333,M,0.819,0.057,0.124
1649,52,M,0.828,0.086,0.086,333,M,0.855,0.066,0.079
1650,52,M,0.799,0.102,0.098,334,M,0.874,0.099,0.027
1651,52,M,0.811,0.122,0.067,334,M,0.758,0.123,0.119
1652,52,M,0.894,0.029,0.077,335,M,0.854,0.048,0.099
1653,52,I,0.124,0.045,0.83,335,I,0.025,0.127,0.848
1654,52,M,0.809,0.098,0.093,335,M,0.843,0.106,0.051
1655,52,M,0.771,0.124,0.105,334,M,0.84,0.049,0.111
1656,52,M,0.83,0.096,0.074,335,M,0.849,0.08,0.071
1657,52,M,0.829,0.065,0.106,336,M,0.827,0.083,0.09
1658,52,I,0.1,0.135,0.766,337,I,0.116,0.087,0.797
1659,53,S,0.064,0.888,0.048,337,S,0.057,0.838,0.105
1660,52,S,0.045,0.873,0.081,338,S,0.107,0.813,0.079
1661,52,M,0.813,0.118,0.069,337,M,0.91,0.059,0.031
1662,53,M,0.825,0.051,0.124,338,M,0.862,0.072,0.065
1663,52,M,0.837,0.083,0.08,338,M,0.85,0.117,0.033
1664,53,M,0.87,0.049,0.082,339,M,0.822,0.107,0.071
1665,52,M,0.757,0.125,0.119,338,M,0.875,0.069,0.056
1666,52,I,0.061,0.12,0.819,338,I,0.056,0.041,0.903
1667,52,I,0.109,0.086,0.805,340,I,0.094,0.12,0.787
1668,52,M,0.899,0.039,0.063,340,M,0.881,0.086,0.032
1669,53,M,0.839,0.027,0.134,339,M,0.867,0.108,0.025
1670,53,M,0.894,0.051,0.056,341,M,0.814,0.085,0.101
1671,52,M,0.858,0.107,0.035,341,M,0.831,0.075,0.094
1672,53,M,0.838,0.078,0.084,342,I,0.035,0.072,0.893
1673,53,I,0.085,0.027,0.888,341,I,0.088,0.049,0.864
1674,53,M,0.902,0.033,0.065,341,M,0.794,0.075,0.131
1675,53,S,0.109,0.792,0.1,343,S,0.074,0.891,0.036
1676,53,M,0.844,0.038,0.118,342,M,0.915,0.052,0.034
1677,53,I,0.122,0.045,0.833,343,I,0.076,0.077,0.847
1678,52,S,0.035,0.928,0.037,343,S,0.057,0.902,0.041
1679,53,S,0.084,0.824,0.091,343,S,0.071,0.864,0.064
1680,52,M,0.873,0.057,0.07,344,M,0.856,0.068,0.076
1681,52,S,0.093,0.857,0.051,344,S,0.058,0.858,0.084
1682,53,M,0.775,0.114,0.111,344,M,0.924,0.034,0.042
1683,53,M,0.884,0.088,0.029,345,M,0.822,0.056,0.122
1684,53,M,0.846,0.118,0.036,345,M,0.819,0.12,0.062
1685,52,M,0.871,0.044,0.085,345,M,0.846,0.113,0.041
1686,53,M,0.811,0.112,0.076,345,M,0.88,0.093,0.027
1687,52,S,0.055,0.857,0.087,347,S,0.054,0.842,0.104
1688,53,M,0.869,0.11,0.02,348,M,0.796,0.087,0.117
1689,53,M,0.947,0.023,0.029,348,M,0.851,0.047,0.102
1690,53,M,0.833,0.119,0.049,347,M,0.839,0.066,0.095
1691,53,M,0.903,0.043,0.055,347,M,0.888,0.09,0.022
1692,53,M,0.803,0.099,0.098,348,M,0.858,0.046,0.096
1693,52,I,0.094,0.06,0.845,349,I,0.054,0.087,0.859
1694,53,M,0.819,0.094,0.087,349,M,0.91,0.029,0.061
1695,53,I,0.068,0.085,0.847,350,I,0.105,0.033,0.862
1696,53,M,0.84,0.079,0.081,349,M,0.844,0.053,0.103
1697,53,M,0.838,0.121,0.041,350,M,0.943,0.026,0.031
1698,53,S,0.073,0.88,0.048,351,S,0.11,0.79,0.101
1699,53,M,0.918,0.045,0.037,350,M,0.895,0.059,0.046
1700,53,M,0.809,0.107,0.084,351,M,0.823,0.093,0.084
1701,53,M,0.864,0.061,0.075,351,M,0.88,0.067,0.053
1702,53,M,0.833,0.131,0.036,352,S,0.036,0.891,0.073
1703,53,M,0.898,0.051,0.051,352,M,0.867,0.098,0.035
1704,53,M,0.901,0.041,0.058,352,M,0.879,0.093,0.027
1705,53,M,0.852,0.049,0.099,353,M,0.92,0.035,0.045
1706,53,M,0.883,0.061,0.056,353,M,0.797,0.084,0.118
1707,53,M,0.841,0.1,0.059,354,S,0.096,0.797,0.107
1708,53,M,0.885,0.026,0.089,354,M,0.912,0.039,0.049
1709,53,M,0.862,0.074,0.063,355,M,0.851,0.072,0.077
1710,53,M,0.865,0.051,0.084,354,M,0.855,0.097,0.047
1711,54,M,0.914,0.038,0.048,355,M,0.892,0.049,0.058
1712,53,M,0.872,0.096,0.032,355,M,0.845,0.092,0.064
1713,54,M,0.876,0.098,0.026,355,M,0.831,0.102,0.067
1714,53,M,0.821,0.053,0.126,357,M,0.829,0.048,0.123
1715,53,M,0.83,0.081,0.089,357,M,0.838,0.109,0.053
1716,53,M,0.862,0.082,0.056,356,I,0.077,0.045,0.879
1717,53,S,0.111,0.801,0.088,356,S,0.085,0.819,0.096
1718,53,M,0.931,0.026,0.044,357,M,0.82,0.065,0.116
1719,54,M,0.799,0.084,0.116,358,M,0.815,0.083,0.103
1720,53,M,0.803,0.094,0.103,358,M,0.876,0.039,0.085
1721,54,M,0.827,0.072,0.101,360,M,0.876,0.073,0.051
1722,54,M,0.77,0.118,0.112,360,M,0.862,0.026,0.112
1723,54,M,0.823,0.045,0.132,360,M,0.859,0.085,0.056
1724,54,M,0.91,0.037,0.053,361,M,0.818,0.095,0.087
1725,54,M,0.8,0.085,0.115,361,M,0.894,0.047,0.058
1726,54,M,0.819,0.125,0.056,361,M,0.813,0.102,0.085
1727,54,I,0.104,0.102,0.794,361,I,0.036,0.036,0.928
1728,54,M,0.862,0.089,0.049,361,M,0.854,0.079,0.066
1729,53,M,0.854,0.034,0.112,362,M,0.833,0.034,0.133
1730,54,M,0.871,0.088,0.042,363,M,0.884,0.035,0.081
1731,54,M,0.881,0.061,0.058,362,M,0.854,0.103,0.043
1732,54,S,0.054,0.914,0.032,363,S,0.06,0.855,0.085
1733,54,M,0.884,0.044,0.073,364,M,0.83,0.1,0.07
1734,54,S,0.112,0.775,0.113,363,S,0.037,0.921,0.042
1735,54,S,0.043,0.873,0.085,364,S,0.098,0.867,0.035
1736,54,M,0.815,0.112,0.074,364,M,0.795,0.104,0.1
1737,54,I,0.112,0.115,0.774,364,I,0.082,0.04,0.878
1738,54,M,0.94,0.031,0.03,366,M,0.905,0.052,0.043
1739,54,M,0.778,0.093,0.128,366,M,0.794,0.114,0.092
1740,54,M,0.881,0.057,0.062,366,M,0.888,0.026,0.086
1741,54,S,0.062,0.826,0.112,365,S,0.038,0.864,0.099
1742,54,M,0.837,0.046,0.118,367,M,0.889,0.06,0.052
1743,54,I,0.032,0.13,0.838,367,I,0.034,0.084,0.882
1744,54,M,0.872,0.052,0.076,367,M,0.804,0.082,0.114
1745,54,M,0.882,0.052,0.065,367,M,0.828,0.057,0.115
1746,55,S,0.037,0.933,0.03,369,S,0.074,0.835,0.091
1747,54,S,0.106,0.778,0.116,368,S,0.034,0.862,0.104
1748,55,M,0.798,0.099,0.103,369,M,0.851,0.087,0.062
1749,54,M,0.783,0.095,0.122,370,M,0.866,0.09,0.044
1750,55,S,0.031,0.873,0.096,370,S,0.066,0.913,0.021
1751,55,M,0.851,0.121,0.028,370,M,0.799,0.108,0.093
1752,55,M,0.874,0.053,0.074,369,M,0.855,0.027,0.118
1753,55,M,0.834,0.073,0.093,371,M,0.813,0.09,0.097
1754,55,S,0.099,0.794,0.107,370,I,0.133,0.094,0.773
1755,54,M,0.872,0.067,0.061,371,M,0.872,0.097,0.031
1756,54,M,0.848,0.082,0.071,372,M,0.882,0.044,0.075
1757,55,M,0.866,0.07,0.064,371,M,0.872,0.064,0.065
1758,55,M,0.811,0.131,0.058,372,M,0.81,0.08,0.11
1759,55,M,0.901,0.038,0.061,373,M,0.827,0.06,0.112
1760,55,M,0.944,0.026,0.031,372,M,0.901,0.033,0.066
1761,55,M,0.799,0.082,0.119,373,M,0.82,0.104,0.076
1762,55,M,0.874,0.104,0.022,374,M,0.831,0.082,0.087
1763,55,S,0.053,0.905,0.042,375,I,0.038,0.109,0.853
1764,54,M,0.883,0.024,0.093,374,M,0.901,0.047,0.052
1765,55,M,0.815,0.108,0.077,375,M,0.815,0.094,0.091
1766,55,M,0.785,0.119,0.097,375,M,0.834,0.098,0.068
1767,54,S,0.076,0.84,0.084,376,S,0.05,0.87,0.081
1768,55,S,0.03,0.901,0.07,376,S,0.073,0.871,0.055
1769,55,M,0.831,0.046,0.123,377,M,0.888,0.071,0.041
1770,55,S,0.027,0.897,0.077,377,S,0.072,0.811,0.118
1771,55,M,0.843,0.05,0.107,378,M,0.783,0.099,0.118
1772,54,I,0.108,0.093,0.798,378,I,0.047,0.131,0.822
1773,55,M,0.801,0.123,0.076,379,M,0.868,0.05,0.082
1774,55,M,0.807,0.06,0.133,379,M,0.851,0.04,0.109
1775,55,M,0.856,0.028,0.116,378,M,0.83,0.085,0.085
1776,55,M,0.911,0.037,0.052,379,M,0.832,0.129,0.04
1777,55,M,0.844,0.101,0.055,380,M,0.851,0.073,0.076
1778,55,M,0.803,0.097,0.1,379,M,0.912,0.057,0.03
1779,56,I,0.091,0.032,0.876,380,I,0.049,0.133,0.817
1780,55,M,0.85,0.061,0.09,380,M,0.811,0.069,0.12
1781,55,M,0.885,0.036,0.079,381,M,0.864,0.048,0.088
1782,55,M,0.811,0.131,0.059,382,M,0.819,0.092,0.089
1783,56,M,0.764,0.118,0.118,382,M,0.822,0.104,0.074
1784,56,M,0.831,0.061,0.108,382,M,0.84,0.121,0.039
1785,55,M,0.829,0.077,0.094,381,M,0.913,0.059,0.027
1786,55,M,0.874,0.083,0.043,383,M,0.811,0.086,0.103
1787,55,M,0.821,0.073,0.106,383,M,0.83,0.064,0.106
1788,55,M,0.937,0.033,0.03,383,M,0.874,0.087,0.038
1789,55,M,0.823,0.073,0.104,384,M,0.834,0.093,0.073
1790,55,M,0.907,0.033,0.061,385,M,0.921,0.042,0.037
1791,56,M,0.816,0.106,0.078,385,M,0.884,0.054,0.062
1792,55,M,0.854,0.051,0.095,385,M,0.844,0.082,0.074
1793,55,M,0.825,0.1,0.075,385,M,0.888,0.06,0.052
1794,55,M,0.843,0.042,0.114,386,M,0.797,0.105,0.099
1795,56,M,0.898,0.022,0.079,386,M,0.837,0.079,0.084
1796,56,M,0.875,0.078,0.047,387,M,0.859,0.034,0.107
1797,55,M,0.865,0.112,0.024,387,M,0.87,0.094,0.036
1798,55,M,0.889,0.058,0.053,387,M,0.891,0.04,0.069
1799,56,S,0.068,0.898,0.033,388,S,0.079,0.883,0.038
1800,56,M,0.869,0.079,0.052,388,M,0.92,0.046,0.034
1801,56,M,0.784,0.117,0.099,388,M,0.91,0.031,0.058
1802,56,M,0.902,0.029,0.069,389,M,0.862,0.042,0.097
1803,55,I,0.139,0.057,0.804,388,I,0.061,0.088,0.852
1804,56,M,0.892,0.026,0.083,390,M,0.838,0.094,0.068
1805,56,M,0.808,0.115,0.077,390,M,0.827,0.114,0.059
1806,56,M,0.886,0.034,0.08,389,M,0.834,0.081,0.085
1807,56,M,0.841,0.087,0.072,390,M,0.874,0.077,0.048
1808,56,M,0.876,0.041,0.084,391,M,0.872,0.068,0.06
1809,56,M,0.846,0.07,0.084,390,M,0.832,0.101,0.067
1810,56,M,0.895,0.066,0.039,391,S,0.069,0.875,0.056
1811,56,M,0.829,0.09,0.08,392,M,0.806,0.065,0.129
1812,55,M,0.852,0.045,0.103,393,M,0.806,0.103,0.092
1813,56,M,0.856,0.027,0.118,393,M,0.887,0.031,0.082
1814,56,M,0.789,0.11,0.101,393,M,0.804,0.082,0.113
1815,56,M,0.822,0.121,0.057,395,M,0.792,0.111,0.097
1816,56,M,0.807,0.095,0.098,395,M,0.859,0.036,0.105
1817,56,M,0.897,0.067,0.036,395,M,0.896,0.053,0.051
1818,56,I,0.081,0.105,0.814,394,I,0.104,0.077,0.82
1819,56,M,0.807,0.104,0.088,395,M,0.816,0.076,0.108
1820,56,M,0.856,0.048,0.095,396,M,0.866,0.027,0.107
1821,56,S,0.092,0.783,0.125,396,S,0.088,0.801,0.112
1822,56,M,0.846,0.025,0.128,396,M,0.908,0.052,0.039
1823,56,S,0.047,0.892,0.06,397,S,0.049,0.863,0.088
1824,56,M,0.862,0.024,0.114,397,M,0.857,0.057,0.085
1825,56,M,0.91,0.058,0.032,397,M,0.854,0.109,0.037
1826,56,M,0.853,0.049,0.099,398,M,0.868,0.091,0.041
1827,56,M,0.86,0.052,0.088,398,M,0.813,0.104,0.083
1828,57,M,0.848,0.056,0.097,399,M,0.894,0.066,0.04
1829,56,M,0.864,0.055,0.081,398,M,0.858,0.076,0.066
1830,57,S,0.086,0.821,0.093,399,S,0.061,0.885,0.054
1831,57,I,0.121,0.108,0.771,400,I,0.109,0.113,0.778
1832,56,M,0.817,0.111,0.072,400,M,0.873,0.038,0.088
1833,56,M,0.895,0.049,0.056,401,M,0.824,0.087,0.089
1834,56,M,0.878,0.031,0.091,401,M,0.794,0.103,0.103
1835,56,M,0.839,0.046,0.115,401,M,0.906,0.032,0.062
1836,56,M,0.793,0.117,0.09,402,M,0.844,0.046,0.11
1837,56,I,0.065,0.133,0.803,402,I,0.12,0.027,0.853
1838,57,M,0.839,0.108,0.053,402,M,0.861,0.029,0.11
1839,56,M,0.869,0.025,0.106,402,M,0.776,0.106,0.118
1840,56,S,0.107,0.838,0.055,403,S,0.092,0.805,0.103
1841,56,M,0.853,0.111,0.036,403,M,0.829,0.054,0.118
1842,56,S,0.089,0.839,0.071,404,S,0.031,0.904,0.065
1843,57,M,0.875,0.049,0.076,405,M,0.857,0.097,0.046
1844,57,M,0.786,0.104,0.11,404,M,0.886,0.038,0.076
1845,57,M,0.81,0.121,0.068,405,M,0.821,0.076,0.103
1846,57,I,0.085,0.092,0.823,406,I,0.12,0.105,0.775
1847,56,I,0.084,0.095,0.821,406,I,0.041,0.137,0.821
1848,56,M,0.803,0.105,0.092,406,M,0.945,0.029,0.026
1849,57,M,0.89,0.052,0.058,406,M,0.792,0.113,0.095
1850,57,S,0.111,0.784,0.105,406,S,0.028,0.913,0.06
1851,57,M,0.838,0.102,0.06,408,M,0.828,0.091,0.081
1852,57,M,0.845,0.041,0.114,408,M,0.87,0.072,0.059
1853,57,M,0.883,0.021,0.096,409,M,0.818,0.082,0.1
1854,57,M,0.852,0.06,0.088,408,M,0.85,0.095,0.055
1855,57,M,0.915,0.059,0.026,408,M,0.862,0.052,0.086
1856,57,M,0.896,0.026,0.078,409,M,0.807,0.081,0.112
1857,57,M,0.912,0.025,0.064,410,M,0.801,0.108,0.091
1858,57,M,0.833,0.073,0.094,409,M,0.834,0.059,0.108
1859,57,S,0.025,0.906,0.069,410,S,0.111,0.838,0.05
1860,57,M,0.873,0.075,0.053,412,M,0.88,0.03,0.09
1861,57,S,0.054,0.841,0.105,412,S,0.065,0.842,0.093
1862,57,M,0.81,0.085,0.105,412,M,0.884,0.041,0.075
1863,58,M,0.875,0.036,0.089,411,M,0.86,0.095,0.045
1864,57,M,0.913,0.05,0.037,413,M,0.912,0.034,0.053
1865,57,M,0.917,0.059,0.024,412,M,0.804,0.089,0.107
1866,58,M,0.827,0.064,0.109,413,M,0.818,0.054,0.128
1867,58,M,0.805,0.111,0.084,414,M,0.913,0.056,0.031
1868,57,I,0.102,0.034,0.864,413,S,0.115,0.804,0.08
1869,57,M,0.829,0.13,0.041,414,M,0.84,0.064,0.096
1870,58,S,0.054,0.817,0.129,415,S,0.023,0.929,0.048
1871,57,M,0.824,0.074,0.102,416,M,0.814,0.107,0.079
1872,57,M,0.838,0.124,0.038,415,M,0.845,0.046,0.109
1873,58,M,0.893,0.082,0.025,416,M,0.877,0.023,0.1
1874,57,I,0.119,0.062,0.819,416,I,0.034,0.108,0.858
1875,57,M,0.903,0.032,0.064,417,S,0.061,0.893,0.046
1876,57,S,0.12,0.77,0.111,418,S,0.07,0.857,0.073
1877,58,I,0.088,0.024,0.888,418,I,0.063,0.126,0.812
1878,58,M,0.832,0.046,0.122,417,M,0.883,0.063,0.054
1879,58,M,0.884,0.087,0.028,418,M,0.91,0.039,0.052
1880,57,M,0.859,0.046,0.095,419,M,0.824,0.073,0.103
1881,57,M,0.843,0.038,0.119,419,M,0.835,0.082,0.082
1882,57,I,0.054,0.058,0.888,420,I,0.09,0.069,0.84
1883,58,M,0.834,0.054,0.112,420,M,0.835,0.09,0.075
1884,58,M,0.81,0.106,0.085,419,M,0.886,0.039,0.076
1885,57,S,0.105,0.797,0.098,421,S,0.067,0.9,0.034
1886,57,S,0.082,0.865,0.053,421,S,0.095,0.799,0.106
1887,58,M,0.865,0.041,0.094,421,M,0.87,0.031,0.099
1888,57,M,0.889,0.036,0.076,422,M,0.855,0.043,0.101
1889,58,M,0.808,0.084,0.108,422,M,0.839,0.114,0.046
1890,58,M,0.852,0.092,0.056,422,M,0.825,0.111,0.064
1891,58,M,0.857,0.08,0.063,422,M,0.838,0.102,0.06
1892,58,M,0.873,0.031,0.096,422,S,0.074,0.864,0.062
1893,58,M,0.823,0.117,0.06,423,M,0.786,0.104,0.11
1894,58,S,0.039,0.894,0.067,423,S,0.045,0.891,0.064
1895,58,M,0.872,0.071,0.057,425,M,0.801,0.088,0.111
1896,58,M,0.914,0.032,0.054,425,M,0.834,0.096,0.07
1897,58,M,0.857,0.074,0.07,425,M,0.831,0.054,0.115
1898,58,M,0.823,0.053,0.124,425,M,0.864,0.077,0.059
1899,58,M,0.833,0.103,0.064,427,M,0.901,0.061,0.038
1900,58,M,0.871,0.053,0.076,426,M,0.817,0.133,0.05
1901,58,M,0.816,0.126,0.058,426,M,0.835,0.047,0.118
1902,58,M,0.851,0.037,0.112,427,M,0.918,0.059,0.023
1903,58,S,0.078,0.888,0.034,428,S,0.025,0.863,0.112
1904,58,M,0.812,0.102,0.086,428,M,0.885,0.068,0.046
1905,59,M,0.813,0.089,0.098,428,I,0.144,0.04,0.816
1906,58,M,0.884,0.076,0.04,428,M,0.907,0.067,0.025
1907,58,M,0.834,0.079,0.087,428,M,0.861,0.061,0.077
1908,58,M,0.848,0.106,0.046,430,M,0.854,0.08,0.066
1909,58,I,0.106,0.067,0.827,429,I,0.082,0.078,0.84
1910,58,M,0.872,0.096,0.032,429,M,0.831,0.116,0.053
1911,58,I,0.08,0.114,0.806,431,S,0.102,0.808,0.09
1912,58,M,0.893,0.046,0.061,432,M,0.886,0.078,0.036
1913,58,S,0.089,0.802,0.109,432,S,0.098,0.833,0.069
1914,58,M,0.847,0.112,0.041,433,M,0.898,0.06,0.042
1915,59,M,0.837,0.105,0.058,432,S,0.058,0.848,0.093
1916,59,M,0.896,0.029,0.075,433,M,0.821,0.085,0.094
1917,58,M,0.891,0.028,0.081,433,M,0.869,0.089,0.042
1918,59,M,0.894,0.034,0.072,433,M,0.868,0.032,0.1
1919,58,M,0.841,0.133,0.025,433,M,0.791,0.097,0.112
1920,59,M,0.819,0.078,0.103,435,M,0.869,0.06,0.071
1921,59,S,0.088,0.841,0.07,434,S,0.056,0.831,0.113
1922,58,M,0.875,0.053,0.072,436,M,0.942,0.032,0.026
1923,59,M,0.814,0.074,0.112,435,M,0.851,0.099,0.05
1924,59,M,0.844,0.097,0.059,437,M,0.835,0.128,0.037
1925,59,I,0.049,0.121,0.83,436,I,0.075,0.052,0.873
1926,58,M,0.892,0.073,0.035,437,M,0.836,0.041,0.123
1927,59,M,0.896,0.059,0.046,438,M,0.86,0.078,0.062
1928,59,M,0.841,0.05,0.109,438,M,0.878,0.08,0.042
1929,59,M,0.846,0.056,0.099,439,M,0.85,0.12,0.03
1930,58,M,0.924,0.029,0.047,437,M,0.816,0.058,0.126
1931,59,M,0.883,0.083,0.034,439,M,0.868,0.063,0.069
1932,59,M,0.788,0.113,0.1,438,I,0.091,0.114,0.795
1933,59,M,0.797,0.107,0.096,439,M,0.827,0.064,0.109
1934,59,M,0.833,0.053,0.114,440,M,0.834,0.097,0.069
1935,59,M,0.818,0.074,0.108,441,M,0.88,0.051,0.069
1936,59,M,0.844,0.096,0.061,440,M,0.838,0.087,0.075
1937,59,M,0.825,0.086,0.089,440,M,0.86,0.08,0.06
1938,59,M,0.876,0.073,0.05,441,I,0.069,0.084,0.847
1939,59,S,0.092,0.834,0.074,442,S,0.041,0.879,0.08
1940,59,M,0.771,0.102,0.127,443,M,0.895,0.065,0.04
1941,59,M,0.844,0.112,0.043,444,M,0.861,0.09,0.049
1942,59,M,0.801,0.112,0.087,443,S,0.024,0.875,0.101
1943,59,M,0.839,0.052,0.108,444,M,0.841,0.111,0.048
1944,59,M,0.811,0.11,0.079,443,M,0.93,0.025,0.044
1945,59,M,0.902,0.059,0.039,444,M,0.803,0.077,0.12
1946,59,M,0.866,0.094,0.039,446,M,0.867,0.11,0.023
1947,59,M,0.822,0.09,0.088,445,M,0.808,0.085,0.108
1948,60,M,0.874,0.06,0.065,445,M,0.801,0.117,0.082
1949,59,M,0.934,0.029,0.037,445,M,0.839,0.059,0.102
1950,59,M,0.882,0.068,0.049,447,M,0.861,0.056,0.083
1951,60,S,0.056,0.837,0.106,446,S,0.069,0.858,0.074
1952,60,M,0.878,0.049,0.073,446,M,0.853,0.023,0.124
1953,59,M,0.843,0.061,0.096,448,M,0.826,0.134,0.04
1954,59,M,0.881,0.082,0.037,447,M,0.858,0.062,0.08
1955,59,M,0.858,0.106,0.036,448,M,0.869,0.043,0.088
1956,59,M,0.907,0.056,0.037,448,M,0.795,0.12,0.085
1957,59,M,0.817,0.074,0.109,448,M,0.832,0.102,0.065
1958,59,M,0.864,0.093,0.043,450,M,0.851,0.073,0.076
1959,59,M,0.824,0.102,0.074,450,M,0.847,0.057,0.096
1960,60,M,0.86,0.065,0.076,451,M,0.861,0.089,0.05
1961,60,S,0.057,0.917,0.026,451,S,0.06,0.865,0.075
1962,59,M,0.879,0.05,0.071,450,M,0.843,0.058,0.098
1963,59,S,0.045,0.926,0.03,451,S,0.131,0.839,0.03
1964,59,M,0.815,0.065,0.12,452,M,0.868,0.053,0.078
1965,60,M,0.818,0.108,0.074,453,M,0.857,0.105,0.038
1966,60,M,0.867,0.067,0.066,453,M,0.873,0.046,0.081
1967,59,M,0.906,0.064,0.03,454,M,0.952,0.023,0.025
1968,59,S,0.059,0.861,0.081,453,S,0.091,0.864,0.045
1969,60,M,0.819,0.089,0.092,453,M,0.845,0.054,0.101
1970,59,M,0.807,0.102,0.091,454,M,0.796,0.107,0.096
1971,60,S,0.121,0.829,0.05,455,S,0.069,0.886,0.045
1972,60,M,0.771,0.105,0.124,454,M,0.842,0.061,0.097
1973,59,S,0.102,0.796,0.102,455,S,0.03,0.915,0.055
1974,59,S,0.101,0.819,0.081,456,S,0.068,0.841,0.091
1975,60,M,0.853,0.072,0.075,457,M,0.818,0.095,0.087
1976,60,M,0.781,0.107,0.111,456,M,0.879,0.031,0.09
1977,60,M,0.867,0.095,0.038,457,M,0.836,0.102,0.062
1978,60,S,0.092,0.875,0.033,458,S,0.027,0.937,0.036
1979,60,M,0.874,0.062,0.064,458,M,0.815,0.092,0.093
1980,60,M,0.82,0.11,0.07,458,M,0.919,0.044,0.037
1981,60,M,0.907,0.06,0.032,459,M,0.843,0.033,0.124
1982,60,M,0.805,0.115,0.08,459,M,0.79,0.117,0.094
1983,60,M,0.822,0.094,0.085,460,I,0.039,0.108,0.854
1984,60,S,0.041,0.864,0.095,460,S,0.042,0.879,0.079
1985,60,M,0.864,0.053,0.083,461,M,0.877,0.05,0.073
1986,61,M,0.854,0.064,0.082,461,M,0.912,0.061,0.027
1987,60,M,0.79,0.119,0.091,462,M,0.945,0.027,0.029
1988,61,M,0.859,0.115,0.025,461,M,0.839,0.091,0.07
1989,60,S,0.027,0.913,0.059,462,S,0.124,0.823,0.053
1990,60,S,0.024,0.865,0.111,463,S,0.085,0.824,0.092
1991,60,M,0.84,0.11,0.051,462,M,0.883,0.026,0.091
1992,60,S,0.033,0.885,0.082,463,S,0.059,0.833,0.109
1993,60,M,0.866,0.061,0.074,464,M,0.93,0.027,0.043
1994,60,M,0.839,0.128,0.033,465,M,0.839,0.07,0.091
1995,60,M,0.872,0.06,0.068,464,M,0.784,0.106,0.111
1996,60,S,0.094,0.859,0.047,465,S,0.038,0.904,0.058
1997,61,S,0.108,0.81,0.082,466,S,0.081,0.818,0.101
1998,60,S,0.113,0.851,0.036,466,M,0.801,0.095,0.105
1999,61,M,0.805,0.104,0.091,466,M,0.814,0.089,0.097
2000,61,M,0.817,0.077,0.105,467,M,0.814,0.081,0.105
